"product_code","setid","part_num","numerator_value","numerator_unit","denominator_value","denominator_unit","base_of_strength"
"0037-6050","82f1b6e0-acea-11e2-9e96-0800200c9a66","0","5","mg","","","ZOLPIDEM"
"0037-6010","82f1b6e0-acea-11e2-9e96-0800200c9a66","0","10","mg","","","ZOLPIDEM"
"68788-9955","82db6016-36dc-4026-917f-bc8c8df33a88","0","20","mg","","","Omeprazole"
"42549-603","82e2202d-47df-4986-b4db-90f4373204bb","0","5","mg","","","DIAZEPAM"
"42549-554","82e2202d-47df-4986-b4db-90f4373204bb","0","10","mg","","","DIAZEPAM"
"68788-9748","82db6016-36dc-4026-917f-bc8c8df33a88","0","40","mg","","","Omeprazole"
"16714-391","831f04e4-4566-49f8-9552-2378307a10c8","0","300","mg","","","CEFDINIR"
"67544-883","81f2d4c7-c121-42a1-81a2-902b8eda11cf","0","25","ug","","","LEVOTHYROXINE"
"67544-884","81f2d4c7-c121-42a1-81a2-902b8eda11cf","0","50","ug","","","LEVOTHYROXINE"
"67544-885","81f2d4c7-c121-42a1-81a2-902b8eda11cf","0","75","ug","","","LEVOTHYROXINE"
"67544-887","81f2d4c7-c121-42a1-81a2-902b8eda11cf","0","100","ug","","","LEVOTHYROXINE"
"67544-886","81f2d4c7-c121-42a1-81a2-902b8eda11cf","0","88","ug","","","LEVOTHYROXINE"
"67544-891","81f2d4c7-c121-42a1-81a2-902b8eda11cf","0","112","ug","","","LEVOTHYROXINE"
"67544-888","81f2d4c7-c121-42a1-81a2-902b8eda11cf","0","125","ug","","","LEVOTHYROXINE"
"67544-889","81f2d4c7-c121-42a1-81a2-902b8eda11cf","0","150","ug","","","LEVOTHYROXINE"
"67544-061","81f2d4c7-c121-42a1-81a2-902b8eda11cf","0","175","ug","","","LEVOTHYROXINE"
"67544-890","81f2d4c7-c121-42a1-81a2-902b8eda11cf","0","200","ug","","","LEVOTHYROXINE"
"16590-036","83131c8f-7b87-4ca7-beb2-6e889579321b","0","100","mg","","","BUPROPION"
"16590-038","83131c8f-7b87-4ca7-beb2-6e889579321b","0","150","mg","","","BUPROPION"
"59556-007","82d20232-4f22-4220-88da-8f8445d79e30","0","25","mg","","","HYDRALAZINE"
"59556-008","82d20232-4f22-4220-88da-8f8445d79e30","0","50","mg","","","HYDRALAZINE"
"59556-009","82d20232-4f22-4220-88da-8f8445d79e30","0","100","mg","","","HYDRALAZINE"
"55154-8289","8323edbd-906f-4189-a169-d575fa4784f1","0","50","mg","","","MINOCYCLINE"
"63629-1459","8321224c-f3bf-4150-9e5b-6f0f2a9382df","0","75","mg","","","NITROFURANTOIN"
"63629-1459","8321224c-f3bf-4150-9e5b-6f0f2a9382df","0","25","mg","","","NITROFURANTOIN"
"63739-557","832b108f-335b-4b0e-aed5-6ccf605e8b81","0","7.5","mg","","","HYDROCODONE"
"63739-557","832b108f-335b-4b0e-aed5-6ccf605e8b81","0","200","mg","","","IBUPROFEN"
"42291-281","832559de-19ef-e69c-547a-36c6b3f9b4f8","0","20","mg","","","Famotidine"
"68084-399","8330011c-7e20-4a1c-954f-b98bb0ad78b7","0","5","mg","","","FINASTERIDE"
"65841-640","8305f669-e265-4be0-9131-af93a8767fa6","0","0.5","mg","","","RISPERIDONE"
"65841-641","8305f669-e265-4be0-9131-af93a8767fa6","0","1","mg","","","RISPERIDONE"
"65841-642","8305f669-e265-4be0-9131-af93a8767fa6","0","2","mg","","","RISPERIDONE"
"54868-4607","832533a9-e6b5-4121-a23b-a8591c9c0bc7","1","0.15","mg","","","LEVONORGESTREL"
"54868-4607","832533a9-e6b5-4121-a23b-a8591c9c0bc7","1","0.03","mg","","","ETHINYL ESTRADIOL"
"0093-8192","8314bb76-fae2-4935-a6f0-1bcf9d8aa8d0","0","300","mg","","","CIMETIDINE"
"0093-8204","8314bb76-fae2-4935-a6f0-1bcf9d8aa8d0","0","400","mg","","","CIMETIDINE"
"0904-5800","830ba203-7df3-4c4e-84f0-744963ab9af4","0","10","mg","","","SIMVASTATIN"
"0904-5801","830ba203-7df3-4c4e-84f0-744963ab9af4","0","20","mg","","","SIMVASTATIN"
"0904-5802","830ba203-7df3-4c4e-84f0-744963ab9af4","0","40","mg","","","SIMVASTATIN"
"0093-8305","8314bb76-fae2-4935-a6f0-1bcf9d8aa8d0","0","800","mg","","","CIMETIDINE"
"68788-9141","83416c72-244b-4297-8ab8-cbddc9adeff3","0","10","mg","","","HYDROCODONE"
"68788-9141","83416c72-244b-4297-8ab8-cbddc9adeff3","0","325","mg","","","ACETAMINOPHEN"
"58118-0570","83436456-d234-417b-b500-a8756ce51cc1","0","40","mg","","","PANTOPRAZOLE"
"28877-5960","83513507-0109-4371-bb7a-bd84ea66b6ff","0","750","mg","","","levetiracetam"
"55111-229","82ed8977-9284-25c4-ab46-c597e6ed41c3","0","10","mg","","","PRAVASTATIN"
"55111-230","82ed8977-9284-25c4-ab46-c597e6ed41c3","0","20","mg","","","PRAVASTATIN"
"55111-231","82ed8977-9284-25c4-ab46-c597e6ed41c3","0","40","mg","","","PRAVASTATIN"
"55111-274","82ed8977-9284-25c4-ab46-c597e6ed41c3","0","80","mg","","","PRAVASTATIN"
"54458-930","83288bf8-e356-4ccc-bdc1-63bbc886d315","0","25","mg","","","HYDROCHLOROTHIAZIDE"
"54458-929","83288bf8-e356-4ccc-bdc1-63bbc886d315","0","50","mg","","","HYDROCHLOROTHIAZIDE"
"0179-0048","8353922d-e8c9-4070-9747-cb84a5907b44","0","600","mg","","","Gemfibrozil"
"43353-826","833a1854-1688-4ac1-93f2-4e864789f2c2","0","40","mg","","","ATORVASTATIN"
"43353-827","833a1854-1688-4ac1-93f2-4e864789f2c2","0","80","mg","","","ATORVASTATIN"
"0173-0834","82b5ef53-4076-4ebc-b9a4-db889ef4e368","0","2","mg","","","ROSIGLITAZONE"
"0173-0835","82b5ef53-4076-4ebc-b9a4-db889ef4e368","0","4","mg","","","ROSIGLITAZONE"
"0173-0836","82b5ef53-4076-4ebc-b9a4-db889ef4e368","0","8","mg","","","ROSIGLITAZONE"
"0173-0861","82b5ef53-4076-4ebc-b9a4-db889ef4e368","0","2","mg","","","ROSIGLITAZONE"
"0173-0863","82b5ef53-4076-4ebc-b9a4-db889ef4e368","0","4","mg","","","ROSIGLITAZONE"
"0173-0864","82b5ef53-4076-4ebc-b9a4-db889ef4e368","0","8","mg","","","ROSIGLITAZONE"
"52125-163","83736c9c-8c73-498c-ba3d-d2ab02b4f881","0","20","mg","","","FUROSEMIDE"
"63304-458","834bc56a-657d-4733-9a60-47040cb5c7bf","0","4","mg","","","ONDANSETRON"
"63304-459","834bc56a-657d-4733-9a60-47040cb5c7bf","0","8","mg","","","ONDANSETRON"
"63481-907","829d5ce9-fea0-4a98-a5f9-6f11d061918e","0","5","mg","","","OXYMORPHONE"
"63481-522","829d5ce9-fea0-4a98-a5f9-6f11d061918e","0","7.5","mg","","","OXYMORPHONE"
"63481-674","829d5ce9-fea0-4a98-a5f9-6f11d061918e","0","10","mg","","","OXYMORPHONE"
"63481-553","829d5ce9-fea0-4a98-a5f9-6f11d061918e","0","15","mg","","","OXYMORPHONE"
"55154-1398","83510333-f07d-4b81-a3ae-2801d114bd31","0","5","mg","","","ZOLPIDEM"
"55154-1399","83510333-f07d-4b81-a3ae-2801d114bd31","0","10","mg","","","ZOLPIDEM"
"63481-617","829d5ce9-fea0-4a98-a5f9-6f11d061918e","0","20","mg","","","OXYMORPHONE"
"63481-571","829d5ce9-fea0-4a98-a5f9-6f11d061918e","0","30","mg","","","OXYMORPHONE"
"63481-693","829d5ce9-fea0-4a98-a5f9-6f11d061918e","0","40","mg","","","OXYMORPHONE"
"76439-340","8352bf3b-c6ec-4790-88ec-88ed2d99438c","0","1","mg","","","LEVOMEFOLIC ACID"
"76439-340","8352bf3b-c6ec-4790-88ec-88ed2d99438c","0","25","mg","","","PYRIDOXINE"
"76439-340","8352bf3b-c6ec-4790-88ec-88ed2d99438c","0","140","mg","","","CALCIUM CATION"
"76439-340","8352bf3b-c6ec-4790-88ec-88ed2d99438c","0","85","mg","","","ASCORBIC ACID"
"76439-340","8352bf3b-c6ec-4790-88ec-88ed2d99438c","0","200","[iU]","","","CHOLECALCIFEROL"
"76439-340","8352bf3b-c6ec-4790-88ec-88ed2d99438c","0","10","[iU]","","",".ALPHA.-TOCOPHEROL, D-"
"76439-340","8352bf3b-c6ec-4790-88ec-88ed2d99438c","0","12","ug","","","CYANOCOBALAMIN"
"76439-340","8352bf3b-c6ec-4790-88ec-88ed2d99438c","0","27","mg","","","FERROUS CATION"
"76439-340","8352bf3b-c6ec-4790-88ec-88ed2d99438c","0","45","mg","","","MAGNESIUM CATION"
"76439-340","8352bf3b-c6ec-4790-88ec-88ed2d99438c","0","300","mg","","","DOCONEXENT"
"52125-088","837444f7-40ba-4299-a922-eb5a8ee5d0fc","0","300","mg","","","OXCARBAZEPINE"
"43063-090","835e8839-80f4-45aa-9989-9fa173195d9f","0","250","mg","","","AZITHROMYCIN ANHYDROUS"
"0143-9918","832ae1b9-63a4-4f2c-ae86-1590d40977a1","0","1.5","mg","","","GLYBURIDE"
"0143-9919","832ae1b9-63a4-4f2c-ae86-1590d40977a1","0","3","mg","","","GLYBURIDE"
"0143-9920","832ae1b9-63a4-4f2c-ae86-1590d40977a1","0","6","mg","","","GLYBURIDE"
"76237-141","835bb6d3-6437-499d-85e5-e012f17d356c","0","0.1","mg","","","CLONIDINE"
"76237-142","835bb6d3-6437-499d-85e5-e012f17d356c","0","0.2","mg","","","CLONIDINE"
"60429-524","8337496d-0423-4422-9d94-a2e39a1872a5","0","0.5","mg","","","CLONAZEPAM"
"60429-525","8337496d-0423-4422-9d94-a2e39a1872a5","0","1","mg","","","CLONAZEPAM"
"60429-526","8337496d-0423-4422-9d94-a2e39a1872a5","0","2","mg","","","CLONAZEPAM"
"16714-232","8361fc2a-ebfd-4f2e-b0d1-fe4c596b9471","0","250","mg","","","CEFUROXIME"
"16714-233","8361fc2a-ebfd-4f2e-b0d1-fe4c596b9471","0","500","mg","","","CEFUROXIME"
"67046-640","82effea8-5782-4aa5-969e-b635423ae3c6","0","0.25","mg","","","RISPERIDONE"
"67046-641","82effea8-5782-4aa5-969e-b635423ae3c6","0","0.5","mg","","","RISPERIDONE"
"31722-237","8352ab43-fb63-47df-877f-b8d6c0ba3508","0","2.5","mg","","","AMLODIPINE"
"31722-238","8352ab43-fb63-47df-877f-b8d6c0ba3508","0","5","mg","","","AMLODIPINE"
"31722-239","8352ab43-fb63-47df-877f-b8d6c0ba3508","0","10","mg","","","AMLODIPINE"
"67046-642","82effea8-5782-4aa5-969e-b635423ae3c6","0","1","mg","","","RISPERIDONE"
"35356-403","8365d1b4-3305-45aa-a96b-db26dd5ce1ee","0","30","mg","","","OXYMORPHONE"
"55154-0527","8370f474-3c6f-4379-819b-202e9c0c00bf","0","50","mg","","","sertraline"
"55154-0532","8370f474-3c6f-4379-819b-202e9c0c00bf","0","100","mg","","","sertraline"
"67046-643","82effea8-5782-4aa5-969e-b635423ae3c6","0","2","mg","","","RISPERIDONE"
"67046-644","82effea8-5782-4aa5-969e-b635423ae3c6","0","3","mg","","","RISPERIDONE"
"67046-645","82effea8-5782-4aa5-969e-b635423ae3c6","0","4","mg","","","RISPERIDONE"
"35356-391","8365d1b4-3305-45aa-a96b-db26dd5ce1ee","0","40","mg","","","OXYMORPHONE"
"67544-510","8378edb0-0a05-46fb-b56c-ec0778449013","0","20","mg","","","OMEPRAZOLE"
"0093-4235","83539758-6c72-4707-9e63-5a2499d3f99a","0","20","mg","","","NADOLOL"
"0093-4236","83539758-6c72-4707-9e63-5a2499d3f99a","0","40","mg","","","NADOLOL"
"0093-4237","83539758-6c72-4707-9e63-5a2499d3f99a","0","80","mg","","","NADOLOL"
"24236-581","8391fa81-b07f-4f23-a8c1-27cc6bd3ef5c","0","50","mg","","","CHLORPROMAZINE"
"49999-774","83884fd4-6a9b-4df5-ae97-5d59a097f766","0","150","mg","","","bupropion"
"43598-220","8392022f-1692-426b-8f3c-91cfffeeb749","0","562.5","mg","","","AMOXICILLIN ANHYDROUS"
"43598-220","8392022f-1692-426b-8f3c-91cfffeeb749","0","437.5","mg","","","AMOXICILLIN ANHYDROUS"
"43598-220","8392022f-1692-426b-8f3c-91cfffeeb749","0","62.5","mg","","","CLAVULANIC ACID"
"35356-649","838debe9-373d-4e04-a7c6-5b1c21fbecb3","0","10","mg","","","FLUOXETINE"
"55154-5763","837a3746-7f9a-43a5-a021-e70856df34ee","0","20","mg","","","FLUOXETINE"
"24338-850","838d95d1-4e0a-41b3-a260-cfe3d5325dac","0","2.5","mg","","","Dextroamphetamine"
"24338-852","838d95d1-4e0a-41b3-a260-cfe3d5325dac","0","7.5","mg","","","Dextroamphetamine"
"68405-017","838ef755-dcea-470d-b304-7c5f54995dc1","1","50","mg","","","METOPROLOL"
"68405-017","838ef755-dcea-470d-b304-7c5f54995dc1","2","90","mg","","","ARGININE"
"0172-5241","839574e1-654e-4fbe-9dfc-32bccf611bf5","0","0.5","mg","","","ANAGRELIDE"
"0172-5240","839574e1-654e-4fbe-9dfc-32bccf611bf5","0","1","mg","","","ANAGRELIDE"
"52125-480","83aba47b-8aa1-493d-8665-483068f01f3d","0","20","mg","","","LISINOPRIL ANHYDROUS"
"43063-183","83d971d4-47e1-4b1b-bba2-e0d25c53308e","0","200","mg","","","BUPROPION"
"51285-754","83da6c1d-bb8e-430a-87fe-93b4bc22420d","0","500","mg","","","ACETAZOLAMIDE"
"49349-867","83e7bd5b-767a-4026-b771-4553ede02680","0","300","mg","","","ZIDOVUDINE"
"55111-572","83e76d7d-2a89-fe13-b319-56a5470a69b0","0","180","mg","","","Fexofenadine"
"55111-572","83e76d7d-2a89-fe13-b319-56a5470a69b0","0","240","mg","","","Pseudoephedrine"
"49349-731","840339a5-8297-45ff-b39d-7dee558bf2c3","0","40","mg","","","CITALOPRAM"
"54569-0084","83f9dc38-a96c-46ed-a794-40ebbdb3dad4","0","100","mg","","","AMANTADINE"
"54868-5289","83abf79b-8d61-435b-a81e-1c0276fac87d","0","100","mg","","","IMATINIB"
"54868-5427","83abf79b-8d61-435b-a81e-1c0276fac87d","0","400","mg","","","IMATINIB"
"0904-6242","83afa049-c326-4ca1-8113-99d82c260464","0","5","mg","","","DONEPEZIL"
"0904-6243","83afa049-c326-4ca1-8113-99d82c260464","0","10","mg","","","DONEPEZIL"
"55154-3621","839cbcbd-7642-4971-873b-801863c48b5f","0","100","mg","","","Celecoxib"
"55154-3622","839cbcbd-7642-4971-873b-801863c48b5f","0","200","mg","","","Celecoxib"
"49349-848","84114522-14c5-4658-acc7-813a8c3a80a4","0","800","mg","","","GABAPENTIN"
"49999-016","84215220-0f17-4c23-91ae-ce4241a5fb90","0","250","mg","","","AMOXICILLIN ANHYDROUS"
"49349-607","841a8add-6c92-4dcf-80c5-3589af9c14cd","0","50","mg","","","PREDNISONE"
"49349-255","84159e06-35dc-4bf7-85d1-0e746b52b3c3","0","20","mg","","","PAROXETINE"
"43063-454","8411bc4c-37a0-41c0-87d5-38037d8475cf","0","500","mg","","","CHLOROQUINE"
"67919-020","841019d0-ba8f-40b0-9024-ed200cc964ed","0","12","mg","","","alvimopan anhydrous"
"0143-1176","8419afa1-dc45-47fc-b299-b614de30919d","0","350","mg","","","CARISOPRODOL"
"0378-2096","83933825-0a50-4e8f-b84a-d6167a8ffa5f","0","8.5","mg","","","NISOLDIPINE"
"0378-2097","83933825-0a50-4e8f-b84a-d6167a8ffa5f","0","17","mg","","","NISOLDIPINE"
"0378-2098","83933825-0a50-4e8f-b84a-d6167a8ffa5f","0","25.5","mg","","","NISOLDIPINE"
"0378-2099","83933825-0a50-4e8f-b84a-d6167a8ffa5f","0","34","mg","","","NISOLDIPINE"
"0615-7531","83aaf3ee-51ef-40dc-b407-2604e0d34ef3","0","125","mg","","","VALPROIC ACID"
"0615-7532","83aaf3ee-51ef-40dc-b407-2604e0d34ef3","0","250","mg","","","VALPROIC ACID"
"0615-7533","83aaf3ee-51ef-40dc-b407-2604e0d34ef3","0","500","mg","","","VALPROIC ACID"
"0904-0643","83d386b4-cc36-454e-8208-8fe4bf1d2883","0","2.5","mg","","","NITROGLYCERIN"
"0904-0644","83d386b4-cc36-454e-8208-8fe4bf1d2883","0","6.5","mg","","","NITROGLYCERIN"
"0378-1730","8426bb93-eca1-4eb7-afa9-105a677f5c26","0","300","mg","","","URSODIOL"
"0904-0647","83d386b4-cc36-454e-8208-8fe4bf1d2883","0","9.0","mg","","","NITROGLYCERIN"
"0615-5572","83bdad9f-956e-4844-a19b-d32d493708ce","0","15","mg","","","MIRTAZAPINE"
"0615-5573","83bdad9f-956e-4844-a19b-d32d493708ce","0","30","mg","","","MIRTAZAPINE"
"0615-5527","83bdad9f-956e-4844-a19b-d32d493708ce","0","45","mg","","","MIRTAZAPINE"
"0904-7718","83d65fd9-8ac2-48de-8167-bd315f65a329","0","10","mg","","","CARBIDOPA ANHYDROUS"
"0904-7718","83d65fd9-8ac2-48de-8167-bd315f65a329","0","100","mg","","","LEVODOPA"
"0904-7719","83d65fd9-8ac2-48de-8167-bd315f65a329","0","25","mg","","","CARBIDOPA ANHYDROUS"
"0904-7719","83d65fd9-8ac2-48de-8167-bd315f65a329","0","100","mg","","","LEVODOPA"
"0904-7720","83d65fd9-8ac2-48de-8167-bd315f65a329","0","25","mg","","","CARBIDOPA ANHYDROUS"
"0904-7720","83d65fd9-8ac2-48de-8167-bd315f65a329","0","250","mg","","","LEVODOPA"
"0781-5816","83c4f278-a699-41b6-b372-63072cdbc202","0","50","mg","","","losartan"
"0781-5816","83c4f278-a699-41b6-b372-63072cdbc202","0","12.5","mg","","","hydrochlorothiazide"
"0781-5817","83c4f278-a699-41b6-b372-63072cdbc202","0","100","mg","","","losartan"
"0781-5817","83c4f278-a699-41b6-b372-63072cdbc202","0","12.5","mg","","","hydrochlorothiazide"
"0781-5818","83c4f278-a699-41b6-b372-63072cdbc202","0","100","mg","","","losartan"
"0781-5818","83c4f278-a699-41b6-b372-63072cdbc202","0","25","mg","","","hydrochlorothiazide"
"63629-3383","842e2bc8-1608-4ff6-87cf-5a007182226c","0","5","mg","","","MEMANTINE"
"67544-408","84188eee-0642-4a94-85d6-eb09ee6c2cff","0","37.5","mg","","","TRIAMTERENE"
"67544-408","84188eee-0642-4a94-85d6-eb09ee6c2cff","0","25","mg","","","HYDROCHLOROTHIAZIDE"
"67544-102","84188eee-0642-4a94-85d6-eb09ee6c2cff","0","75","mg","","","TRIAMTERENE"
"67544-102","84188eee-0642-4a94-85d6-eb09ee6c2cff","0","50","mg","","","HYDROCHLOROTHIAZIDE"
"55289-370","8438b307-82f8-406a-a32e-d0c8a41527f7","0","25","mg","","","DOXEPIN"
"21695-926","843d2e6f-9110-4b0d-894f-63b1b206b5ec","0","0.125","mg","","","HYOSCYAMINE"
"0087-6671","83f4464b-9548-459c-9e47-1ef47b73c35c","0","125","mg","","","didanosine"
"0087-6672","83f4464b-9548-459c-9e47-1ef47b73c35c","0","200","mg","","","didanosine"
"0087-6673","83f4464b-9548-459c-9e47-1ef47b73c35c","0","250","mg","","","didanosine"
"0087-6674","83f4464b-9548-459c-9e47-1ef47b73c35c","0","400","mg","","","didanosine"
"63629-1841","84503d50-cf9f-4cdc-9c8a-7b2ddca47b7d","0","5","mg","","","PROCHLORPERAZINE"
"66435-101","843e6401-9a59-4181-bf56-0ee1d7d4e0d7","0","200","mg","","","RIBAVIRIN"
"55289-433","843d6b92-e1ae-409f-b1e5-a2f2e03fe719","0","50","mg","","","topiramate"
"45963-600","84578df0-d7b4-4c1c-ad27-5b40a7279d9c","0","1","mg","","","FINASTERIDE"
"46672-098","8471d2b8-57b5-447c-99e5-6d6d2d3980c4","0","50","mg","","","BUTALBITAL"
"46672-098","8471d2b8-57b5-447c-99e5-6d6d2d3980c4","0","650","mg","","","ACETAMINOPHEN"
"50458-526","84703067-160e-41cb-a7c9-e21e5026d496","0","500","mg","","","acetaminophen"
"50458-526","84703067-160e-41cb-a7c9-e21e5026d496","0","5","mg","","","oxycodone"
"52125-419","846e4db4-fed7-47ff-af23-c36d39dfb603","0","375","mg","","","NAPROXEN"
"55289-394","8459ada8-9354-457b-952b-91dcc23ed148","0","750","mg","","","levofloxacin"
"0591-3359","846c2bca-eedc-48d6-91e6-0cf871f32509","0","5","mg","","","TACROLIMUS ANHYDROUS"
"42806-019","8398a86e-2557-4808-87c3-6de4bb5616a0","0","10","mg","","","CITALOPRAM"
"42806-020","8398a86e-2557-4808-87c3-6de4bb5616a0","0","20","mg","","","CITALOPRAM"
"42806-021","8398a86e-2557-4808-87c3-6de4bb5616a0","0","40","mg","","","CITALOPRAM"
"68084-443","84629614-e14c-47c9-b642-c6aa8b431929","0","250","mg","","","AZITHROMYCIN ANHYDROUS"
"55154-5697","84751a59-1e1e-401b-9942-99faf65438e7","0","25","mg","","","PROMETHAZINE"
"0228-4417","8442b580-9b3a-4e99-b221-d1ef586e8a14","0","500","mg","","","LEVETIRACETAM"
"0228-2975","8442b580-9b3a-4e99-b221-d1ef586e8a14","0","750","mg","","","LEVETIRACETAM"
"16714-031","843054cc-fd21-423c-8b64-e08b61f1de72","0","25","mg","","","Atenolol"
"16714-032","843054cc-fd21-423c-8b64-e08b61f1de72","0","50","mg","","","Atenolol"
"0378-6068","84308c49-dcf7-4d24-a45a-2b75c52648af","0","75","mg","","","CLINDAMYCIN"
"0378-6069","84308c49-dcf7-4d24-a45a-2b75c52648af","0","150","mg","","","CLINDAMYCIN"
"0378-6070","84308c49-dcf7-4d24-a45a-2b75c52648af","0","300","mg","","","CLINDAMYCIN"
"16714-033","843054cc-fd21-423c-8b64-e08b61f1de72","0","100","mg","","","Atenolol"
"16590-727","848dc726-6e17-49e3-9130-967185a8c36c","0","7.5","mg","","","BUSPIRONE"
"43063-467","84801841-267a-4ed4-a11e-2554acc53373","0","50","mg","","","DICLOFENAC"
"0378-0152","8442449a-0442-4349-a48c-dccc99e0e7df","0","0.1","mg","","","CLONIDINE"
"0378-0186","8442449a-0442-4349-a48c-dccc99e0e7df","0","0.2","mg","","","CLONIDINE"
"0378-0199","8442449a-0442-4349-a48c-dccc99e0e7df","0","0.3","mg","","","CLONIDINE"
"51862-151","84943ab1-98d7-49a0-933e-6d36f0db9831","0","2500","[iU]","","","VITAMIN A"
"51862-151","84943ab1-98d7-49a0-933e-6d36f0db9831","0","60","mg","","","ASCORBIC ACID"
"51862-151","84943ab1-98d7-49a0-933e-6d36f0db9831","0","400","[iU]","","","VITAMIN D"
"51862-151","84943ab1-98d7-49a0-933e-6d36f0db9831","0","15","[iU]","","","ALPHA-TOCOPHEROL"
"51862-151","84943ab1-98d7-49a0-933e-6d36f0db9831","0","1.05","mg","","","THIAMINE"
"51862-151","84943ab1-98d7-49a0-933e-6d36f0db9831","0","1.2","mg","","","RIBOFLAVIN"
"51862-151","84943ab1-98d7-49a0-933e-6d36f0db9831","0","13.5","mg","","","NIACIN"
"51862-151","84943ab1-98d7-49a0-933e-6d36f0db9831","0","1.05","mg","","","PYRIDOXINE"
"51862-151","84943ab1-98d7-49a0-933e-6d36f0db9831","0","0.3","mg","","","FOLIC ACID"
"51862-151","84943ab1-98d7-49a0-933e-6d36f0db9831","0","4.5","ug","","","CYANOCOBALAMIN"
"51862-151","84943ab1-98d7-49a0-933e-6d36f0db9831","0","0.25","mg","","","FLUORIDE ION"
"54868-5364","845f8e7d-6ebc-4986-8cec-a4b58a0d1a69","0","2.5","mg","","","GLIPIZIDE"
"54868-5210","845f8e7d-6ebc-4986-8cec-a4b58a0d1a69","0","5","mg","","","GLIPIZIDE"
"54868-4988","845f8e7d-6ebc-4986-8cec-a4b58a0d1a69","0","10","mg","","","GLIPIZIDE"
"16729-179","84472fc8-ea7c-4c00-90e2-3697608caa23","0","2.5","mg","","","Amlodipine"
"16729-180","84472fc8-ea7c-4c00-90e2-3697608caa23","0","5","mg","","","Amlodipine"
"16729-181","84472fc8-ea7c-4c00-90e2-3697608caa23","0","10","mg","","","Amlodipine"
"52125-295","84a7007b-23bd-4dba-8ea9-99608a34a5a8","0","325","mg","","","ACETAMINOPHEN"
"52125-295","84a7007b-23bd-4dba-8ea9-99608a34a5a8","0","10","mg","","","HYDROCODONE"
"49349-430","84979dd5-0ad4-4e47-a8c3-88b55363491f","0","400","mg","","","RALTEGRAVIR"
"55154-4875","84865fa3-179e-44ab-b29c-b7817364ce26","0","30","mg","","","CINACALCET"
"55154-4876","84865fa3-179e-44ab-b29c-b7817364ce26","0","60","mg","","","CINACALCET"
"52125-471","84c99b56-187c-42fb-8075-226533c22084","0","75","mg","","","MINOCYCLINE"
"43063-248","84f5e8aa-a8b9-4101-8f73-c2974a92522f","0","5","mg","","","PRAZOSIN"
"63704-006","84d562e7-4ac9-43d5-bcd6-af370975c027","0","0.2","mg","","","methylergonovine"
"0615-4519","84a4b2a6-23a5-411f-82ab-c1a8a5683ed9","0","12.5","mg","","","CAPTOPRIL"
"0615-4520","84a4b2a6-23a5-411f-82ab-c1a8a5683ed9","0","25","mg","","","CAPTOPRIL"
"0615-4521","84a4b2a6-23a5-411f-82ab-c1a8a5683ed9","0","50","mg","","","CAPTOPRIL"
"55154-3418","84bab1ae-d4eb-49e5-ba00-1c37cab43708","0","25","mg","","","CYCLOSPORINE"
"54868-0064","8426db88-8646-4230-9026-5a04c939621c","0","10","mg","","","AMITRIPTYLINE"
"54868-0065","8426db88-8646-4230-9026-5a04c939621c","0","25","mg","","","AMITRIPTYLINE"
"54868-0066","8426db88-8646-4230-9026-5a04c939621c","0","50","mg","","","AMITRIPTYLINE"
"54868-2357","8426db88-8646-4230-9026-5a04c939621c","0","75","mg","","","AMITRIPTYLINE"
"54868-2433","8426db88-8646-4230-9026-5a04c939621c","0","100","mg","","","AMITRIPTYLINE"
"54868-2434","8426db88-8646-4230-9026-5a04c939621c","0","150","mg","","","AMITRIPTYLINE"
"68788-9148","84baa3b8-e268-482e-96f4-8bc49d452409","0","500","mg","","","LEVOFLOXACIN ANHYDROUS"
"0603-7625","8488e23b-648b-4434-a050-591a489c880b","1","0.05","mg","","","LEVONORGESTREL"
"0603-7625","8488e23b-648b-4434-a050-591a489c880b","1","0.03","mg","","","ETHINYL ESTRADIOL"
"0603-7625","8488e23b-648b-4434-a050-591a489c880b","2","0.075","mg","","","LEVONORGESTREL"
"0603-7625","8488e23b-648b-4434-a050-591a489c880b","2","0.04","mg","","","ETHINYL ESTRADIOL"
"0603-7625","8488e23b-648b-4434-a050-591a489c880b","3","0.125","mg","","","LEVONORGESTREL"
"0603-7625","8488e23b-648b-4434-a050-591a489c880b","3","0.03","mg","","","ETHINYL ESTRADIOL"
"55289-460","84f12f90-043b-4a72-bc18-782d628a0c29","0","500","mg","","","DIFLUNISAL"
"0527-1788","84a6eb2e-311d-4c17-839c-49083ed86936","0","1","mg","","","FLUPHENAZINE"
"0527-1789","84a6eb2e-311d-4c17-839c-49083ed86936","0","2.5","mg","","","FLUPHENAZINE"
"0527-1790","84a6eb2e-311d-4c17-839c-49083ed86936","0","5","mg","","","FLUPHENAZINE"
"0527-1791","84a6eb2e-311d-4c17-839c-49083ed86936","0","10","mg","","","FLUPHENAZINE"
"31722-206","84bfabf8-9e1d-4bd1-ade6-5a491296408e","0","10","mg","","","CITALOPRAM"
"31722-207","84bfabf8-9e1d-4bd1-ade6-5a491296408e","0","20","mg","","","CITALOPRAM"
"31722-208","84bfabf8-9e1d-4bd1-ade6-5a491296408e","0","40","mg","","","CITALOPRAM"
"66116-408","84e3af60-8814-49f6-918e-a4e1c702aa05","0","40","mg","","","SIMVASTATIN"
