"product_code","setid","part_num","numerator_value","numerator_unit","denominator_value","denominator_unit","base_of_strength"
"55154-0082","044d9708-99f3-4a61-b314-dee76ae2e37f","0","300","mg","","","TENOFOVIR ANHYDROUS"
"55154-0082","044d9708-99f3-4a61-b314-dee76ae2e37f","0","200","mg","","","EMTRICITABINE"
"0722-7183","b87994ee-26a5-4d00-99e7-796bc17961f1","0","2.5","mg","","","Mecamylamine"
"63629-1610","bb06af33-8ff7-0b02-0029-d628f62e1382","0","20","mg","","","FLUOXETINE"
"54868-5213","120ce39a-c2bc-4c07-94b5-c7d9fc0da7ec","0","5","mg","","","PREDNISONE"
"54868-4095","120ce39a-c2bc-4c07-94b5-c7d9fc0da7ec","0","10","mg","","","PREDNISONE"
"49349-548","81e2d4e0-7dca-44ea-9ac0-7899f57ec5e7","0","20","mg","","","LISINOPRIL"
"33261-348","79d0c09a-8557-44a2-bb87-2ddc496edc1b","0","25","mg","","","NORTRIPTYLINE"
"33261-692","79d0c09a-8557-44a2-bb87-2ddc496edc1b","0","50","mg","","","NORTRIPTYLINE"
"33261-804","79d0c09a-8557-44a2-bb87-2ddc496edc1b","0","75","mg","","","NORTRIPTYLINE"
"55289-389","103d58f5-e885-45dc-8c8b-7ab7227f2128","0","150","mg","","","LAMIVUDINE"
"55289-389","103d58f5-e885-45dc-8c8b-7ab7227f2128","0","300","mg","","","ZIDOVUDINE"
"35356-210","647540fc-bef5-4aa3-be4c-6b30655f366c","0","0.5","mg","","","DUTASTERIDE"
"0615-7544","8e2fc056-755f-447a-98d6-351879729e13","0","25","mg","","","LAMOTRIGINE"
"0615-7545","8e2fc056-755f-447a-98d6-351879729e13","0","100","mg","","","LAMOTRIGINE"
"0615-7546","8e2fc056-755f-447a-98d6-351879729e13","0","150","mg","","","LAMOTRIGINE"
"0615-7547","8e2fc056-755f-447a-98d6-351879729e13","0","200","mg","","","LAMOTRIGINE"
"49349-613","65c32d2a-75ac-49b5-8b6f-3437ba6790d2","0","800","mg","","","IBUPROFEN"
"55700-001","ab98d7fd-e514-402a-b7e2-df0ad3696018","0","5","mg","","","BUSPIRONE"
"50436-6609","0fd4b067-560b-4425-bd9b-9f27f31e0a43","0","500","mg","","","NAPROXEN"
"68645-412","bc84df52-6d5b-42b3-96c6-a3ecbfc0b2a3","0","50","mg","","","LOSARTAN"
"68645-412","bc84df52-6d5b-42b3-96c6-a3ecbfc0b2a3","0","12.5","mg","","","HYDROCHLOROTHIAZIDE"
"42806-048","fac4a4c2-f5f0-46ef-b76b-315abe9136fa","0","1","mg","","","GUANFACINE"
"42806-049","fac4a4c2-f5f0-46ef-b76b-315abe9136fa","0","2","mg","","","GUANFACINE"
"24236-428","cf3e8888-ccc7-49fb-bad0-b44b3a2ef65b","0","50","mg","","","METOPROLOL"
"49349-447","eac3e17d-aac3-482b-98a0-c2258255d180","0","150","mg","","","RIFAMPIN"
"0378-0048","51033f88-4938-4666-b2a9-147044ed00e3","0","15","mg","","","PIOGLITAZONE"
"0378-0228","51033f88-4938-4666-b2a9-147044ed00e3","0","30","mg","","","PIOGLITAZONE"
"0378-0318","51033f88-4938-4666-b2a9-147044ed00e3","0","45","mg","","","PIOGLITAZONE"
"16590-334","d970b074-957a-4036-92d3-1712386f3858","0","20","mg","","","OMEPRAZOLE MAGNESIUM"
"0054-0382","8135b917-882f-4b4c-99b7-fa8ea54af4bf","0","25","mg","","","CYCLOPHOSPHAMIDE ANHYDROUS"
"0054-0383","8135b917-882f-4b4c-99b7-fa8ea54af4bf","0","50","mg","","","CYCLOPHOSPHAMIDE ANHYDROUS"
"52959-892","059d730b-4294-47e1-8399-4cb8c468cee8","0","60","mg","","","Duloxetine"
"43063-030","54722d55-d620-488f-87eb-e1e3b129c2f9","0","15","mg","","","CLORAZEPIC ACID"
"60258-890","cb0460b9-a3f2-4228-8120-caa3447ab196","0","250","mg","","","mefenamic acid"
"63739-670","f9ff0b60-e406-4998-8c0e-42f18f7af411","0","25","mg","","","LAMOTRIGINE"
"0591-5786","afbb5dd9-e6e7-4475-8328-5751ccd61eec","0","10","mg","","","NORTRIPTYLINE"
"0591-5787","afbb5dd9-e6e7-4475-8328-5751ccd61eec","0","25","mg","","","NORTRIPTYLINE"
"0591-5788","afbb5dd9-e6e7-4475-8328-5751ccd61eec","0","50","mg","","","NORTRIPTYLINE"
"0591-5789","afbb5dd9-e6e7-4475-8328-5751ccd61eec","0","75","mg","","","NORTRIPTYLINE"
"0615-0675","1d6f628c-8553-4117-970f-e40a2f048be9","0","2","mg","","","TRIHEXYPHENIDYL"
"0615-0676","1d6f628c-8553-4117-970f-e40a2f048be9","0","5","mg","","","TRIHEXYPHENIDYL"
"67296-0140","c8bc83d5-b9e2-4d31-a3df-8e899aac1ba5","0","10","mg","","","PREDNISONE"
"63629-4669","0f2c7899-8cbb-467f-973b-484197c31c23","0","10","mg","","","CHLORDIAZEPOXIDE"
"49349-523","69b514f7-7f0c-4954-ba67-64770959d984","0","20","mg","","","PRAVASTATIN"
"0185-0040","937e679e-1e86-48de-a69f-83ed7a98e76e","0","2.5","mg","","","MIDODRINE"
"0185-0043","937e679e-1e86-48de-a69f-83ed7a98e76e","0","5","mg","","","MIDODRINE"
"0185-0149","937e679e-1e86-48de-a69f-83ed7a98e76e","0","10","mg","","","MIDODRINE"
"43063-260","cd52f022-ca29-4f87-8684-da63e05b3c1f","0","2","mg","","","PRAZOSIN"
"68645-352","80e0016f-e77e-4eec-876e-baff9e640de2","0","25","mg","","","CARVEDILOL"
"68462-556","5c02b4d3-1e2f-439a-ae45-02304ee190d1","1","0.5","mg","","","NORETHINDRONE"
"68462-556","5c02b4d3-1e2f-439a-ae45-02304ee190d1","1","0.035","mg","","","ETHINYL ESTRADIOL"
"68462-556","5c02b4d3-1e2f-439a-ae45-02304ee190d1","2","0.75","mg","","","NORETHINDRONE"
"68462-556","5c02b4d3-1e2f-439a-ae45-02304ee190d1","2","0.035","mg","","","ETHINYL ESTRADIOL"
"68462-556","5c02b4d3-1e2f-439a-ae45-02304ee190d1","3","1","mg","","","NORETHINDRONE"
"68462-556","5c02b4d3-1e2f-439a-ae45-02304ee190d1","3","0.035","mg","","","ETHINYL ESTRADIOL"
"61958-1001","8d442b8c-97a8-40a9-8603-f9cd0542cedc","0","500","mg","","","ranolazine"
"61958-1002","8d442b8c-97a8-40a9-8603-f9cd0542cedc","0","1000","mg","","","ranolazine"
"49349-060","5812975a-5b64-4bf1-8eb9-ee2712582afd","0","20","mg","","","LISINOPRIL ANHYDROUS"
"43063-485","3045c384-8dcd-44ac-8206-fde6775d1322","0","10","mg","","","LISINOPRIL ANHYDROUS"
"58468-0120","dc676bc5-f3f7-4755-92e1-1814498c1f4f","0","0.5","ug","","","doxercalciferol"
"58468-0121","dc676bc5-f3f7-4755-92e1-1814498c1f4f","0","2.5","ug","","","doxercalciferol"
"58468-0124","dc676bc5-f3f7-4755-92e1-1814498c1f4f","0","1","ug","","","doxercalciferol"
"49999-830","0ad893bd-5e2e-4ea4-b11c-80ed34a85b35","0","7.5","mg","","","OXYCODONE"
"49999-830","0ad893bd-5e2e-4ea4-b11c-80ed34a85b35","0","500","mg","","","ACETAMINOPHEN"
"45861-102","ecdd0ba4-adfa-4cd5-99c5-790512b860e7","1","500","mg","","","NAPROXEN"
"0074-6122","b693e68d-f812-4993-54b6-852e3517c344","0","48","mg","","","FENOFIBRATE"
"0074-6123","b693e68d-f812-4993-54b6-852e3517c344","0","145","mg","","","FENOFIBRATE"
"63629-3152","3f0c092b-08db-4e8f-136a-456e0e7bec14","0","30","mg","","","CODEINE ANHYDROUS"
"63629-3152","3f0c092b-08db-4e8f-136a-456e0e7bec14","0","50","mg","","","BUTALBITAL"
"63629-3152","3f0c092b-08db-4e8f-136a-456e0e7bec14","0","40","mg","","","CAFFEINE"
"63629-3152","3f0c092b-08db-4e8f-136a-456e0e7bec14","0","325","mg","","","ACETAMINOPHEN"
"49999-151","418054c3-d8c8-49b0-93a5-a53fd0c5018f","0","50","mg","","","BUTALBITAL"
"49999-151","418054c3-d8c8-49b0-93a5-a53fd0c5018f","0","325","mg","","","ACETAMINOPHEN"
"49999-151","418054c3-d8c8-49b0-93a5-a53fd0c5018f","0","40","mg","","","CAFFEINE"
"0642-0070","42a5cafd-a2c0-4ac2-99c9-708642f00716","0","1100","[iU]","","","Beta Carotene"
"0642-0070","42a5cafd-a2c0-4ac2-99c9-708642f00716","0","30","mg","","","Ascorbic Acid"
"0642-0070","42a5cafd-a2c0-4ac2-99c9-708642f00716","0","1.6","mg","","","Thiamine"
"0642-0070","42a5cafd-a2c0-4ac2-99c9-708642f00716","0","1.8","mg","","","Riboflavin"
"0642-0070","42a5cafd-a2c0-4ac2-99c9-708642f00716","0","15","mg","","","Niacinamide"
"0642-0070","42a5cafd-a2c0-4ac2-99c9-708642f00716","0","2.5 ","mg","","","Pyridoxine"
"0642-0070","42a5cafd-a2c0-4ac2-99c9-708642f00716","0",".012","mg","","","Cyanocobalamin"
"0642-0070","42a5cafd-a2c0-4ac2-99c9-708642f00716","0","1","mg","","","Folic Acid"
"0642-0070","42a5cafd-a2c0-4ac2-99c9-708642f00716","0","0.150","mg","","","Iodine"
"0642-0070","42a5cafd-a2c0-4ac2-99c9-708642f00716","0","20","mg","","","Magnesium Oxide"
"0642-0070","42a5cafd-a2c0-4ac2-99c9-708642f00716","0","25","mg","","","Zinc Oxide"
"0642-0070","42a5cafd-a2c0-4ac2-99c9-708642f00716","0","2","mg","","","Cupric Oxide"
"0642-0070","42a5cafd-a2c0-4ac2-99c9-708642f00716","0","1000","[iU]","","","Cholecalciferol"
"0642-0070","42a5cafd-a2c0-4ac2-99c9-708642f00716","0","200","mg","","","Doconexent"
"0642-0070","42a5cafd-a2c0-4ac2-99c9-708642f00716","0","20","[iU]","","","Alpha-Tocopherol"
"0642-0070","42a5cafd-a2c0-4ac2-99c9-708642f00716","0","29","mg","","","Iron"
"68788-1738","37b4cfba-6673-402e-bb5a-82b4ab6ef49b","0","5","mg","","","AMLODIPINE"
"68788-1737","37b4cfba-6673-402e-bb5a-82b4ab6ef49b","0","10","mg","","","AMLODIPINE"
"54868-3388","40840f67-7066-4bb6-85c1-73eb2618cd26","0","25","ug","","","LEVOTHYROXINE"
"54868-2131","40840f67-7066-4bb6-85c1-73eb2618cd26","0","50","ug","","","LEVOTHYROXINE"
"54868-2539","40840f67-7066-4bb6-85c1-73eb2618cd26","0","75","ug","","","LEVOTHYROXINE"
"54868-0935","40840f67-7066-4bb6-85c1-73eb2618cd26","0","88","ug","","","LEVOTHYROXINE"
"54868-0805","40840f67-7066-4bb6-85c1-73eb2618cd26","0","100","ug","","","LEVOTHYROXINE"
"54868-6097","40840f67-7066-4bb6-85c1-73eb2618cd26","0","112","ug","","","LEVOTHYROXINE"
"54868-3765","d91945d7-f626-4ae2-b252-c88a38fc9ca1","0","0.5","mg","","","BUMETANIDE"
"54868-3764","d91945d7-f626-4ae2-b252-c88a38fc9ca1","0","1","mg","","","BUMETANIDE"
"54868-4352","d91945d7-f626-4ae2-b252-c88a38fc9ca1","0","2","mg","","","BUMETANIDE"
"63629-3649","001826f4-f531-454e-a37a-e4e0b147f61b","0","60","mg","","","DILTIAZEM"
"63304-400","88603d5f-4ad0-46ab-999f-740312dc35dc","0","10","mg","","","OXYCODONE"
"63304-401","88603d5f-4ad0-46ab-999f-740312dc35dc","0","20","mg","","","OXYCODONE"
"0615-6510","e4968bb7-2218-4d8e-a716-bfb4deb01b69","0","10","mg","","","CITALOPRAM"
"0615-6512","e4968bb7-2218-4d8e-a716-bfb4deb01b69","0","40","mg","","","CITALOPRAM"
"53746-188","2718e0b7-1ce6-457e-bee9-11b634dfd353","0","250","mg","","","NAPROXEN"
"53746-189","2718e0b7-1ce6-457e-bee9-11b634dfd353","0","375","mg","","","NAPROXEN"
"53746-190","2718e0b7-1ce6-457e-bee9-11b634dfd353","0","500","mg","","","NAPROXEN"
"75854-342","91d306d7-ef63-4f35-84a4-36e8469eac98","0","750","mg","","","NIACINAMIDE"
"75854-342","91d306d7-ef63-4f35-84a4-36e8469eac98","0","500","ug","","","FOLIC ACID"
"75854-342","91d306d7-ef63-4f35-84a4-36e8469eac98","0","25","mg","","","ZINC OXIDE"
"75854-342","91d306d7-ef63-4f35-84a4-36e8469eac98","0","1.5","mg","","","CUPRIC CATION"
"58118-4486","b043b35d-ce4c-44dd-826d-ff90aeeabff4","0","750","mg","","","METHOCARBAMOL"
"10544-425","82c29851-e03b-46dc-993a-e2946578085f","0","7.5","mg","","","OXYCODONE"
"10544-425","82c29851-e03b-46dc-993a-e2946578085f","0","325","mg","","","ACETAMINOPHEN"
"55289-939","83b8c92a-84fd-4992-8d79-5ce34cee7453","0","100","mg","","","GABAPENTIN"
"58118-0010","8d94193b-1926-4b69-91db-9d44b7d2b276","0","1000","mg","","","METFORMIN"
"43063-390","562eb16c-a8ce-4f2a-a11e-26e74de5dad8","0","20","mg","","","ESCITALOPRAM"
"55154-5984","f90f8801-e566-4288-b661-f31450aff84a","0","0.5","mg","","","CLONAZEPAM"
"55154-5985","f90f8801-e566-4288-b661-f31450aff84a","0","1","mg","","","CLONAZEPAM"
"55154-5986","f90f8801-e566-4288-b661-f31450aff84a","0","2","mg","","","CLONAZEPAM"
"68084-339","d82b4065-418d-44a4-8e44-9d73c1360942","0","25","mg","","","sumatriptan"
"68084-340","d82b4065-418d-44a4-8e44-9d73c1360942","0","50","mg","","","sumatriptan"
"68084-341","d82b4065-418d-44a4-8e44-9d73c1360942","0","100","mg","","","sumatriptan"
"0378-3547","15904472-4c32-4224-95d3-eb131a7ff9c8","0","50","mg","","","MERCAPTOPURINE ANHYDROUS"
"54868-4898","64d0b20a-cecd-474e-a0a1-8f8853500def","0","250","mg","","","ciprofloxacin"
"54868-4858","64d0b20a-cecd-474e-a0a1-8f8853500def","0","500","mg","","","ciprofloxacin"
"54868-5023","64d0b20a-cecd-474e-a0a1-8f8853500def","0","750","mg","","","ciprofloxacin"
"0378-0501","d4243a76-516c-417e-80ba-444a21ecc688","0","2.5","mg","","","BISOPROLOL"
"0378-0501","d4243a76-516c-417e-80ba-444a21ecc688","0","6.25","mg","","","HYDROCHLOROTHIAZIDE"
"0378-0503","d4243a76-516c-417e-80ba-444a21ecc688","0","5","mg","","","BISOPROLOL"
"0378-0503","d4243a76-516c-417e-80ba-444a21ecc688","0","6.25","mg","","","HYDROCHLOROTHIAZIDE"
"0378-0505","d4243a76-516c-417e-80ba-444a21ecc688","0","10","mg","","","BISOPROLOL"
"0378-0505","d4243a76-516c-417e-80ba-444a21ecc688","0","6.25","mg","","","HYDROCHLOROTHIAZIDE"
"0056-0650","c4877476-24ca-31d3-9392-ea14e2f929b8","0","25","mg","","","carbidopa"
"0056-0650","c4877476-24ca-31d3-9392-ea14e2f929b8","0","100","mg","","","levodopa"
"0056-0647","c4877476-24ca-31d3-9392-ea14e2f929b8","0","10","mg","","","carbidopa"
"0056-0647","c4877476-24ca-31d3-9392-ea14e2f929b8","0"," 100","mg","","","levodopa"
"0056-0654","c4877476-24ca-31d3-9392-ea14e2f929b8","0","25","mg","","","carbidopa"
"0056-0654","c4877476-24ca-31d3-9392-ea14e2f929b8","0"," 250","mg","","","levodopa"
"21695-855","6c095eec-8d92-4b07-8f9e-84bb8c9bc3f8","1","0.050","mg","","","LEVONORGESTREL"
"21695-855","6c095eec-8d92-4b07-8f9e-84bb8c9bc3f8","1","0.030","mg","","","ETHINYL ESTRADIOL"
"21695-855","6c095eec-8d92-4b07-8f9e-84bb8c9bc3f8","2","0.075","mg","","","LEVONORGESTREL"
"21695-855","6c095eec-8d92-4b07-8f9e-84bb8c9bc3f8","2","0.040","mg","","","ETHINYL ESTRADIOL"
"21695-855","6c095eec-8d92-4b07-8f9e-84bb8c9bc3f8","3","0.125","mg","","","LEVONORGESTREL"
"21695-855","6c095eec-8d92-4b07-8f9e-84bb8c9bc3f8","3","0.030","mg","","","ETHINYL ESTRADIOL"
"51167-200","0ab0c9f8-3eee-4e0f-9f3f-c1e16aaffe25","0","150","mg","","","ivacaftor"
"52125-544","92310804-0156-4150-b516-ffa639b4775c","0","300","mg","","","CLINDAMYCIN"
"50436-4477","3f5c921b-f809-4c20-9fe4-a2e120ae676b","0","50","mg","","","Spironolactone"
"0378-3566","27f9a2d4-9783-4a5e-8634-b6c8c45afb1d","0","5","mg","","","ALENDRONIC ACID"
"0378-3567","27f9a2d4-9783-4a5e-8634-b6c8c45afb1d","0","10","mg","","","ALENDRONIC ACID"
"0378-3568","27f9a2d4-9783-4a5e-8634-b6c8c45afb1d","0","35","mg","","","ALENDRONIC ACID"
"0378-3569","27f9a2d4-9783-4a5e-8634-b6c8c45afb1d","0","70","mg","","","ALENDRONIC ACID"
"65862-552","bd55dd57-348c-4d78-b322-d1ae10279298","0","150","mg","","","LAMIVUDINE"
"65862-553","bd55dd57-348c-4d78-b322-d1ae10279298","0","300","mg","","","LAMIVUDINE"
"43353-090","78ec73e1-6420-467f-8496-042d8d9a1d0b","0","600","mg","","","GEMFIBROZIL"
"68682-520","39ac6363-93bc-4e12-a7a7-667eafac42a5","0","250","mg","","","Griseofulvin"
"68682-519","39ac6363-93bc-4e12-a7a7-667eafac42a5","0","125","mg","","","Griseofulvin"
"55111-172","a4dd6d6c-c8c7-16a9-aa68-aa46283dfae1","0","5","mg","","","FINASTERIDE"
"49999-845","31392b3b-5d64-4a68-afab-4ef80704dd87","0","15","mg","","","MORPHINE"
"49349-960","325f598d-8cfc-4fb4-87e6-03dfd2b17e00","0","40","mg","","","OMEPRAZOLE"
"52125-684","c70a0b71-e0ca-4def-abca-7efffa6ba90c","0","800","mg","","","SULFAMETHOXAZOLE"
"52125-684","c70a0b71-e0ca-4def-abca-7efffa6ba90c","0","160","mg","","","TRIMETHOPRIM"
"49349-054","fc626d03-a44c-4a9b-b87c-d57450d45e35","0","20","mg","","","FUROSEMIDE"
"55154-5398","660b8bc5-c7ed-4486-a2da-8ac1f6ed254a","0","7.5","mg","","","MELOXICAM"
"43063-354","46345ce2-4038-4928-916d-f3764bddf456","0","10","mg","","","oxycodone"
"0172-6359","f16063e2-3f28-4701-99e3-4e6d05a519b9","0","37.5","mg","","","tramadol"
"0172-6359","f16063e2-3f28-4701-99e3-4e6d05a519b9","0","325","mg","","","acetaminophen"
"10544-105","b1ab6970-2d77-46f8-bd7f-ae257f68a0e0","0","25","mg","","","HYDROCHLOROTHIAZIDE"
"49884-929","f7378a01-f825-4905-9134-6ff13cac10c9","0","2.5","mg","","","AMLODIPINE"
"49884-929","f7378a01-f825-4905-9134-6ff13cac10c9","0","10","mg","","","BENAZEPRILAT"
"49884-930","f7378a01-f825-4905-9134-6ff13cac10c9","0","5","mg","","","AMLODIPINE"
"49884-930","f7378a01-f825-4905-9134-6ff13cac10c9","0","10","mg","","","BENAZEPRILAT"
"49884-931","f7378a01-f825-4905-9134-6ff13cac10c9","0","5","mg","","","AMLODIPINE"
"49884-931","f7378a01-f825-4905-9134-6ff13cac10c9","0","20","mg","","","BENAZEPRILAT"
"49884-952","f7378a01-f825-4905-9134-6ff13cac10c9","0","5","mg","","","AMLODIPINE"
"49884-952","f7378a01-f825-4905-9134-6ff13cac10c9","0","40","mg","","","BENAZEPRILAT"
"49884-932","f7378a01-f825-4905-9134-6ff13cac10c9","0","10","mg","","","AMLODIPINE"
"49884-932","f7378a01-f825-4905-9134-6ff13cac10c9","0","20","mg","","","BENAZEPRILAT"
"49884-953","f7378a01-f825-4905-9134-6ff13cac10c9","0","10","mg","","","AMLODIPINE"
"49884-953","f7378a01-f825-4905-9134-6ff13cac10c9","0","40","mg","","","BENAZEPRILAT"
"51079-142","1b62b9b9-a2bf-4517-99c2-a6a94f514a38","0","450","mg","","","LITHIUM CATION"
"21695-474","c119ed19-5dc6-4c03-b705-2616c65ef041","0","15","mg","","","Lansoprazole"
"21695-652","c119ed19-5dc6-4c03-b705-2616c65ef041","0","30","mg","","","Lansoprazole"
"49349-731","cba1840e-c369-4b25-be00-5a6d4b4a57e0","0","40","mg","","","CITALOPRAM"
"54868-0117","c2ee4728-3388-4ad7-8512-e632b69557d4","0","400","mg","","","RALTEGRAVIR"
"54868-5143","e729d829-4bd0-4074-85ea-e0f9f5d7cdb5","0","25","mg","","","aspirin"
"54868-5143","e729d829-4bd0-4074-85ea-e0f9f5d7cdb5","0","200","mg","","","dipyridamole"
"51138-211","18f1a4fc-dfca-4dde-8a11-f7e6d9e5656d","0","5","mg","","","OLMESARTAN"
"51138-212","18f1a4fc-dfca-4dde-8a11-f7e6d9e5656d","0","20","mg","","","OLMESARTAN"
"51138-213","18f1a4fc-dfca-4dde-8a11-f7e6d9e5656d","0","40","mg","","","OLMESARTAN"
"62175-485","f3b3580a-4e6b-402f-bf88-f3157d9139b1","0","100","mg","","","Verapamil"
"62175-486","f3b3580a-4e6b-402f-bf88-f3157d9139b1","0","200","mg","","","Verapamil"
"62175-487","f3b3580a-4e6b-402f-bf88-f3157d9139b1","0","300","mg","","","Verapamil"
"49999-106","95905ef9-1de6-41eb-aa34-ac750e93e292","0","500","mg","","","METFORMIN"
"31722-340","8dd7fade-d750-49ce-b798-a1d3615e57b7","0","250","mg","","","NAPROXEN"
"31722-341","8dd7fade-d750-49ce-b798-a1d3615e57b7","0","375","mg","","","NAPROXEN"
"31722-342","8dd7fade-d750-49ce-b798-a1d3615e57b7","0","500","mg","","","NAPROXEN"
"49349-129","88d32118-a2a2-4bb3-a609-b44d46a3c295","0","20","mg","","","LISINOPRIL"
"49349-129","88d32118-a2a2-4bb3-a609-b44d46a3c295","0","25","mg","","","HYDROCHLOROTHIAZIDE"
"46672-053","a26775c2-cafb-4b13-99ac-d4e8248265fb","0","50","mg","","","BUTALBITAL"
"46672-053","a26775c2-cafb-4b13-99ac-d4e8248265fb","0","325","mg","","","ACETAMINOPHEN"
"46672-053","a26775c2-cafb-4b13-99ac-d4e8248265fb","0","40","mg","","","CAFFEINE"
"58118-0458","d41dea1c-bbd4-4e21-b3ac-27c43d027e55","0","4","mg","","","ONDANSETRON"
"43063-010","9b7f7334-4345-4306-8423-64b815f624a0","0","25","mg","","","HYDROCHLOROTHIAZIDE"
"68462-105","eee5217a-eba8-463a-812d-bf3c66f0934f","0","4","mg","","","ONDANSETRON"
"68462-106","eee5217a-eba8-463a-812d-bf3c66f0934f","0","8","mg","","","ONDANSETRON"
"68462-107","eee5217a-eba8-463a-812d-bf3c66f0934f","0","24","mg","","","ONDANSETRON"
"68462-157","eee5217a-eba8-463a-812d-bf3c66f0934f","0","4","mg","","","ONDANSETRON"
"68462-158","eee5217a-eba8-463a-812d-bf3c66f0934f","0","8","mg","","","ONDANSETRON"
"52125-124","34cc640d-f230-4fb4-827a-ba80c17729c8","0","20","mg","","","ENALAPRILAT ANHYDROUS"
"64980-104","b01eac95-dbe3-4b21-a922-187e0fc8ad23","0","852","mg","","","PHOSPHATE ION"
"64980-104","b01eac95-dbe3-4b21-a922-187e0fc8ad23","0","155","mg","","","PHOSPHATE ION"
"64980-104","b01eac95-dbe3-4b21-a922-187e0fc8ad23","0","130","mg","","","PHOSPHATE ION"
"49349-272","96a24e36-8580-4219-9150-c1937be7572e","0","5","mg","","","GLIPIZIDE"
"65862-085","7bb90096-14d3-400e-94d3-048bff6b1292","0","500","mg","","","CEFADROXIL ANHYDROUS"
"49999-618","e4fa801e-c3ea-40ff-9cee-e88f22f74931","0","30","mg","","","Duloxetine"
"49999-619","e4fa801e-c3ea-40ff-9cee-e88f22f74931","0","60","mg","","","Duloxetine"
"52125-042","47da8cf6-b5ef-4e74-a74c-9bd92c1af331","0","20","mg","","","FLUOXETINE"
"55154-4921","82b29384-1243-4b98-82df-3708f5ce642a","0","50","mg","","","AZATHIOPRINE"
"54868-0879","b906d325-27f1-4fb4-86ab-a2c896470e1e","0","150","mg","","","SULINDAC"
"54868-1118","b906d325-27f1-4fb4-86ab-a2c896470e1e","0","200","mg","","","SULINDAC"
"21695-836","c87fceaa-0e56-4042-95a2-08e7c0d6bc47","0","100","mg","","","ALLOPURINOL"
"21695-246","c87fceaa-0e56-4042-95a2-08e7c0d6bc47","0","300","mg","","","ALLOPURINOL"
"0178-0893","40480393-700d-4afd-8309-704ac8689e85","1","120","mg","","","ascorbic acid"
"0178-0893","40480393-700d-4afd-8309-704ac8689e85","1","125","mg","","","calcium"
"0178-0893","40480393-700d-4afd-8309-704ac8689e85","1","35","mg","","","Iron"
"0178-0893","40480393-700d-4afd-8309-704ac8689e85","1","400","[iU]","","","Cholecalciferol"
"0178-0893","40480393-700d-4afd-8309-704ac8689e85","1","30","[iU]","","","ALPHA-TOCOPHEROL"
"0178-0893","40480393-700d-4afd-8309-704ac8689e85","1","3","mg","","","Thiamine"
"0178-0893","40480393-700d-4afd-8309-704ac8689e85","1","3.4","mg","","","Riboflavin"
"0178-0893","40480393-700d-4afd-8309-704ac8689e85","1","20","mg","","","Niacinamide"
"0178-0893","40480393-700d-4afd-8309-704ac8689e85","1","25","mg","","","Pyridoxine"
"0178-0893","40480393-700d-4afd-8309-704ac8689e85","1","1","mg","","","Folic Acid"
"0178-0893","40480393-700d-4afd-8309-704ac8689e85","1","150","ug","","","Iodine"
"0178-0893","40480393-700d-4afd-8309-704ac8689e85","1","25","mg","","","Zinc"
"0178-0893","40480393-700d-4afd-8309-704ac8689e85","1","2","mg","","","Copper"
"0178-0893","40480393-700d-4afd-8309-704ac8689e85","1","50","mg","","","Docusate"
"0178-0893","40480393-700d-4afd-8309-704ac8689e85","2","300","mg","","","DOCONEXENT"
"0178-0893","40480393-700d-4afd-8309-704ac8689e85","2","0.75","mg","","","ICOSAPENT"
"52125-089","7694b8ef-74e9-474c-b9e2-f1aec42d6756","0","100","mg","","","TOPIRAMATE"
"43063-049","c222fb52-f1dd-4aa8-80be-b6bd91a04f89","0","25","mg","","","Promethazine"
"0378-0313","6e0228a8-e3d3-4ae9-8873-d7aa3e0dcfee","0","600","mg","","","TOLMETIN"
"54569-3074","5c7b2314-4ae6-4c72-8399-62205e371cd0","0","100","mg","","","DOXYCYCLINE ANHYDROUS"
"0093-3123","8478f242-c715-4984-ac1d-dc79dc28665e","0","250","mg","","","DICLOXACILLIN"
"0093-3125","8478f242-c715-4984-ac1d-dc79dc28665e","0","500","mg","","","DICLOXACILLIN"
"55045-1173","02850d0f-ded5-4d27-a377-17bbaa3e70a6","0","600","mg","","","IBUPROFEN"
"60505-3404","fc3f26cb-7779-30e6-2ef0-9907275780ed","0","20","mg","","","SILDENAFIL"
"49999-577","d068b6a4-63c0-40fc-b3a3-7145bde7ed72","0","3.125","mg","","","CARVEDILOL"
"49999-938","d068b6a4-63c0-40fc-b3a3-7145bde7ed72","0","12.5","mg","","","CARVEDILOL"
"49999-872","d068b6a4-63c0-40fc-b3a3-7145bde7ed72","0","25","mg","","","CARVEDILOL"
"54868-5231","db16d6b9-3b89-431d-97f9-9b4a8300e913","0","80","mg","","","APREPITANT"
"54868-5325","db16d6b9-3b89-431d-97f9-9b4a8300e913","1","80","mg","","","APREPITANT"
"54868-5325","db16d6b9-3b89-431d-97f9-9b4a8300e913","2","125","mg","","","APREPITANT"
"49349-982","fe1d31c9-eee2-48ee-8d90-23608fb23de7","0","10","mg","","","LOVASTATIN"
"49349-417","30a70882-b40a-4782-b227-cd0d35e50a26","0","300","mg","","","GABAPENTIN"
"49349-484","da41f89e-b8cf-4fc4-b3d2-02d198c13697","0","180","mg","","","DILTIAZEM"
"50436-0053","da7857ba-0e8f-4d4f-b12c-9562cb120596","0","10","mg","","","ESCITALOPRAM"
"49349-096","8d24d1ab-8701-42c1-9537-81526b7adf7a","0","400","mg","","","CIMETIDINE"
